Stand;Kanton;Jahr;Stufe;Schultyp;Geschlecht;Nationalitaet;Traegerschaft;Finanzierung;Anzahl
16.11.2020;tg;2017;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;76
16.11.2020;tg;2017;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;8
16.11.2020;tg;2017;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;oef;oef;1
16.11.2020;tg;2017;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;1000
16.11.2020;tg;2017;Sekundarstufe I;Volksschule;M;CH;priv;priv;121
16.11.2020;tg;2017;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;28
16.11.2020;tg;2017;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;29
16.11.2020;tg;2017;Sekundarstufe I;Volksschule;F;CH;oef;oef;2736
16.11.2020;tg;2017;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;1
16.11.2020;tg;2017;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;4
16.11.2020;tg;2017;Sekundarstufe I;Mittelschule;M;CH;oef;oef;94
16.11.2020;tg;2017;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;15
16.11.2020;tg;2017;Sekundarstufe I;Mittelschule;F;CH;oef;oef;158
16.11.2020;tg;2017;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;9
16.11.2020;tg;2017;Sekundarstufe I;Volksschule;F;CH;priv;priv;65
16.11.2020;tg;2017;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;24
16.11.2020;tg;2017;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;3
16.11.2020;tg;2017;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;27
16.11.2020;tg;2017;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;973
16.11.2020;tg;2017;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1148
16.11.2020;tg;2017;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;90
16.11.2020;tg;2017;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;51
16.11.2020;tg;2017;Sekundarstufe II;Brückenangebot;M;Ausländer;priv;priv;4
16.11.2020;tg;2017;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;8
16.11.2020;tg;2017;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;458
16.11.2020;tg;2017;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;16
16.11.2020;tg;2017;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;6
16.11.2020;tg;2017;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;84
16.11.2020;tg;2017;Sekundarstufe II;Heim- und Sonderschule;F;CH;oef;oef;4
16.11.2020;tg;2017;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;105
16.11.2020;tg;2017;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;50
16.11.2020;tg;2017;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;6
16.11.2020;tg;2017;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;40
16.11.2020;tg;2017;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;47
16.11.2020;tg;2017;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;15
16.11.2020;tg;2017;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;2959
16.11.2020;tg;2017;Sekundarstufe II;Heim- und Sonderschule;M;CH;oef;oef;5
16.11.2020;tg;2017;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;12
16.11.2020;tg;2017;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;14
16.11.2020;tg;2017;Sekundarstufe II;Mittelschule;M;CH;priv;priv;15
16.11.2020;tg;2017;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;3
16.11.2020;tg;2017;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;oef;oef;2
16.11.2020;tg;2017;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;567
16.11.2020;tg;2017;Sekundarstufe II;Mittelschule;M;CH;oef;oef;681
16.11.2020;tg;2017;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1810
16.11.2020;tg;2017;Sekundarstufe II;Mittelschule;F;CH;priv;priv;14
16.11.2020;tg;2017;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;31
16.11.2020;tg;2017;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;2
16.11.2020;tg;2017;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;12
16.11.2020;tg;2017;Tertiärstufe;Fachhochschule und pädagogische Hochschule;m;CH;oef;oef;147
16.11.2020;tg;2017;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;32
16.11.2020;tg;2017;Tertiärstufe;Fachhochschule und pädagogische Hochschule;m;Ausländer;oef;oef;40
16.11.2020;tg;2017;Tertiärstufe;Fachhochschule und pädagogische Hochschule;f;CH;oef;oef;394
16.11.2020;tg;2017;Tertiärstufe;Fachhochschule und pädagogische Hochschule;f;Ausländer;oef;oef;153
16.11.2020;tg;2017;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;316
16.11.2020;tg;2017;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;1
16.11.2020;tg;2017;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;3
16.11.2020;tg;2017;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;27
16.11.2020;tg;2017;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;197
16.11.2020;tg;2018;Kindergartenstufe;Heim- und Sonderschule;F;CH;priv;oef;14
16.11.2020;tg;2018;Kindergartenstufe;Volksschule;F;Ausländer;priv;priv;15
16.11.2020;tg;2018;Kindergartenstufe;Volksschule;F;Ausländer;oef;oef;676
16.11.2020;tg;2018;Kindergartenstufe;Volksschule;F;CH;oef;oef;2007
16.11.2020;tg;2018;Kindergartenstufe;Volksschule;F;CH;priv;priv;20
16.11.2020;tg;2018;Kindergartenstufe;Heim- und Sonderschule;F;CH;oef;oef;6
16.11.2020;tg;2018;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2018;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;6
16.11.2020;tg;2018;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;13
16.11.2020;tg;2018;Kindergartenstufe;Volksschule;M;Ausländer;oef;oef;692
16.11.2020;tg;2018;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;7
16.11.2020;tg;2018;Kindergartenstufe;Volksschule;M;Ausländer;priv;priv;22
16.11.2020;tg;2018;Kindergartenstufe;Heim- und Sonderschule;M;CH;priv;oef;31
16.11.2020;tg;2018;Kindergartenstufe;Volksschule;M;CH;oef;oef;2266
16.11.2020;tg;2018;Kindergartenstufe;Volksschule;M;CH;priv;priv;18
16.11.2020;tg;2018;Kindergartenstufe;Heim- und Sonderschule;M;CH;oef;oef;11
16.11.2020;tg;2018;Primarstufe;Volksschule;F;Ausländer;oef;oef;1962
16.11.2020;tg;2018;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;15
16.11.2020;tg;2018;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;67
16.11.2020;tg;2018;Primarstufe;Volksschule;F;CH;priv;oef;5
16.11.2020;tg;2018;Primarstufe;Volksschule;M;Ausländer;oef;oef;2078
16.11.2020;tg;2018;Primarstufe;Volksschule;M;Ausländer;priv;priv;27
16.11.2020;tg;2018;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;86
16.11.2020;tg;2018;Primarstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2018;Primarstufe;Volksschule;M;CH;priv;oef;6
16.11.2020;tg;2018;Primarstufe;Volksschule;F;CH;oef;oef;5869
16.11.2020;tg;2018;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;8
16.11.2020;tg;2018;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;144
16.11.2020;tg;2018;Primarstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;7
16.11.2020;tg;2018;Primarstufe;Volksschule;F;Ausländer;priv;oef;1
16.11.2020;tg;2018;Primarstufe;Volksschule;M;CH;oef;oef;6189
16.11.2020;tg;2018;Primarstufe;Volksschule;M;CH;priv;priv;90
16.11.2020;tg;2018;Primarstufe;Volksschule;F;Ausländer;priv;priv;17
16.11.2020;tg;2018;Primarstufe;Volksschule;F;CH;priv;priv;68
16.11.2020;tg;2018;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;25
16.11.2020;tg;2018;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;25
16.11.2020;tg;2018;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;16
16.11.2020;tg;2018;Sekundarstufe I;Volksschule;F;CH;priv;priv;69
16.11.2020;tg;2018;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;21
16.11.2020;tg;2018;Sekundarstufe I;Volksschule;M;CH;oef;oef;2895
16.11.2020;tg;2018;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;21
16.11.2020;tg;2018;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;953
16.11.2020;tg;2018;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;26
16.11.2020;tg;2018;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;oef;oef;1
16.11.2020;tg;2018;Sekundarstufe I;Mittelschule;M;CH;oef;oef;114
16.11.2020;tg;2018;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;4
16.11.2020;tg;2018;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;31
16.11.2020;tg;2018;Sekundarstufe I;Volksschule;F;CH;oef;oef;2790
16.11.2020;tg;2018;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;4
16.11.2020;tg;2018;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;955
16.11.2020;tg;2018;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;7
16.11.2020;tg;2018;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;1
16.11.2020;tg;2018;Sekundarstufe I;Volksschule;M;CH;priv;priv;119
16.11.2020;tg;2018;Sekundarstufe I;Mittelschule;F;CH;oef;oef;148
16.11.2020;tg;2018;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;70
16.11.2020;tg;2018;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1200
16.11.2020;tg;2018;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;4
16.11.2020;tg;2018;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;6
16.11.2020;tg;2018;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;3
16.11.2020;tg;2018;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;28
16.11.2020;tg;2018;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;41
16.11.2020;tg;2018;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;11
16.11.2020;tg;2018;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;78
16.11.2020;tg;2018;Sekundarstufe II;Mittelschule;M;CH;oef;oef;614
16.11.2020;tg;2018;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;86
16.11.2020;tg;2018;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;35
16.11.2020;tg;2018;Sekundarstufe II;Brückenangebot;M;Ausländer;priv;priv;2
16.11.2020;tg;2018;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;460
16.11.2020;tg;2018;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;48
16.11.2020;tg;2018;Sekundarstufe II;Mittelschule;F;CH;priv;priv;14
16.11.2020;tg;2018;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;2817
16.11.2020;tg;2018;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;77
16.11.2020;tg;2018;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;607
16.11.2020;tg;2018;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;11
16.11.2020;tg;2018;Sekundarstufe II;Mittelschule;M;CH;priv;priv;22
16.11.2020;tg;2018;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;17
16.11.2020;tg;2018;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;5
16.11.2020;tg;2018;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;6
16.11.2020;tg;2018;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1746
16.11.2020;tg;2018;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;5
16.11.2020;tg;2018;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;52
16.11.2020;tg;2018;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;308
16.11.2020;tg;2018;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;379
16.11.2020;tg;2018;Tertiärstufe;Fachhochschule und pädagogische Hochschule;f;CH;oef;oef;375
16.11.2020;tg;2018;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;9
16.11.2020;tg;2018;Tertiärstufe;Fachhochschule und pädagogische Hochschule;m;Ausländer;oef;oef;44
16.11.2020;tg;2018;Tertiärstufe;Fachhochschule und pädagogische Hochschule;m;CH;oef;oef;145
16.11.2020;tg;2018;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;37
16.11.2020;tg;2018;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;19
16.11.2020;tg;2018;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;7
16.11.2020;tg;2018;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;30
16.11.2020;tg;2018;Tertiärstufe;Fachhochschule und pädagogische Hochschule;f;Ausländer;oef;oef;125
16.11.2020;tg;2019;Kindergartenstufe;Heim- und Sonderschule;M;CH;priv;oef;36
16.11.2020;tg;2019;Kindergartenstufe;Volksschule;M;CH;oef;oef;2262
16.11.2020;tg;2019;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2019;Kindergartenstufe;Volksschule;F;CH;oef;oef;2092
16.11.2020;tg;2019;Kindergartenstufe;Volksschule;M;CH;priv;priv;30
16.11.2020;tg;2019;Kindergartenstufe;Heim- und Sonderschule;F;CH;priv;oef;14
16.11.2020;tg;2019;Kindergartenstufe;Heim- und Sonderschule;M;CH;oef;oef;9
16.11.2020;tg;2019;Kindergartenstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;6
16.11.2020;tg;2019;Kindergartenstufe;Volksschule;F;Ausländer;oef;oef;717
16.11.2020;tg;2019;Kindergartenstufe;Volksschule;F;CH;priv;priv;20
16.11.2020;tg;2019;Kindergartenstufe;Volksschule;M;Ausländer;priv;priv;21
16.11.2020;tg;2019;Kindergartenstufe;Volksschule;M;Ausländer;oef;oef;750
16.11.2020;tg;2019;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;18
16.11.2020;tg;2019;Kindergartenstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;3
16.11.2020;tg;2019;Kindergartenstufe;Volksschule;F;Ausländer;priv;priv;19
16.11.2020;tg;2019;Kindergartenstufe;Heim- und Sonderschule;F;CH;oef;oef;8
16.11.2020;tg;2019;Primarstufe;Volksschule;M;Ausländer;oef;oef;2080
16.11.2020;tg;2019;Primarstufe;Heim- und Sonderschule;M;Ausländer;oef;oef;12
16.11.2020;tg;2019;Primarstufe;Heim- und Sonderschule;M;CH;oef;oef;16
16.11.2020;tg;2019;Primarstufe;Heim- und Sonderschule;F;Ausländer;oef;oef;4
16.11.2020;tg;2019;Primarstufe;Heim- und Sonderschule;F;CH;priv;oef;60
16.11.2020;tg;2019;Primarstufe;Volksschule;F;CH;priv;oef;2
16.11.2020;tg;2019;Primarstufe;Volksschule;F;CH;priv;priv;74
16.11.2020;tg;2019;Primarstufe;Volksschule;F;Ausländer;priv;priv;21
16.11.2020;tg;2019;Primarstufe;Heim- und Sonderschule;F;Ausländer;priv;oef;27
16.11.2020;tg;2019;Primarstufe;Heim- und Sonderschule;M;CH;priv;oef;144
16.11.2020;tg;2019;Primarstufe;Heim- und Sonderschule;M;Ausländer;priv;oef;88
16.11.2020;tg;2019;Primarstufe;Volksschule;M;Ausländer;priv;oef;2
16.11.2020;tg;2019;Primarstufe;Volksschule;M;CH;priv;oef;6
16.11.2020;tg;2019;Primarstufe;Volksschule;F;Ausländer;oef;oef;1976
16.11.2020;tg;2019;Primarstufe;Volksschule;M;CH;oef;oef;6329
16.11.2020;tg;2019;Primarstufe;Volksschule;F;CH;oef;oef;5979
16.11.2020;tg;2019;Primarstufe;Volksschule;M;Ausländer;priv;priv;35
16.11.2020;tg;2019;Primarstufe;Volksschule;M;CH;priv;priv;88
16.11.2020;tg;2019;Primarstufe;Heim- und Sonderschule;F;CH;oef;oef;10
16.11.2020;tg;2019;Sekundarstufe I;Volksschule;F;CH;oef;oef;2714
16.11.2020;tg;2019;Sekundarstufe I;Heim- und Sonderschule;F;CH;oef;oef;5
16.11.2020;tg;2019;Sekundarstufe I;Volksschule;F;Ausländer;oef;oef;978
16.11.2020;tg;2019;Sekundarstufe I;Volksschule;M;Ausländer;oef;oef;933
16.11.2020;tg;2019;Sekundarstufe I;Volksschule;M;CH;priv;priv;119
16.11.2020;tg;2019;Sekundarstufe I;Volksschule;M;Ausländer;priv;priv;24
16.11.2020;tg;2019;Sekundarstufe I;Mittelschule;F;Ausländer;oef;oef;26
16.11.2020;tg;2019;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;oef;oef;2
16.11.2020;tg;2019;Sekundarstufe I;Mittelschule;M;CH;oef;oef;128
16.11.2020;tg;2019;Sekundarstufe I;Volksschule;F;Ausländer;priv;priv;23
16.11.2020;tg;2019;Sekundarstufe I;Heim- und Sonderschule;M;CH;oef;oef;5
16.11.2020;tg;2019;Sekundarstufe I;Heim- und Sonderschule;F;CH;priv;oef;32
16.11.2020;tg;2019;Sekundarstufe I;Volksschule;F;CH;priv;priv;70
16.11.2020;tg;2019;Sekundarstufe I;Heim- und Sonderschule;F;Ausländer;priv;oef;9
16.11.2020;tg;2019;Sekundarstufe I;Mittelschule;M;Ausländer;oef;oef;14
16.11.2020;tg;2019;Sekundarstufe I;Heim- und Sonderschule;M;CH;priv;oef;72
16.11.2020;tg;2019;Sekundarstufe I;Heim- und Sonderschule;M;Ausländer;priv;oef;27
16.11.2020;tg;2019;Sekundarstufe I;Volksschule;M;CH;oef;oef;2830
16.11.2020;tg;2019;Sekundarstufe I;Mittelschule;F;CH;oef;oef;150
16.11.2020;tg;2019;Sekundarstufe II;Mittelschule;F;Ausländer;oef;oef;84
16.11.2020;tg;2019;Sekundarstufe II;Brückenangebot;F;CH;oef;oef;75
16.11.2020;tg;2019;Sekundarstufe II;Berufsfachschule;F;CH;priv;priv;33
16.11.2020;tg;2019;Sekundarstufe II;Heim- und Sonderschule;F;CH;priv;oef;3
16.11.2020;tg;2019;Sekundarstufe II;Mittelschule;F;CH;priv;priv;16
16.11.2020;tg;2019;Sekundarstufe II;Mittelschule;M;Ausländer;oef;oef;51
16.11.2020;tg;2019;Sekundarstufe II;Heim- und Sonderschule;M;CH;oef;oef;2
16.11.2020;tg;2019;Sekundarstufe II;Mittelschule;M;Ausländer;priv;priv;15
16.11.2020;tg;2019;Sekundarstufe II;Mittelschule;M;CH;priv;priv;16
16.11.2020;tg;2019;Sekundarstufe II;Brückenangebot;M;Ausländer;priv;priv;2
16.11.2020;tg;2019;Sekundarstufe II;Berufsfachschule;M;CH;priv;priv;71
16.11.2020;tg;2019;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;priv;oef;1
16.11.2020;tg;2019;Sekundarstufe II;Berufsfachschule;M;Ausländer;priv;priv;14
16.11.2020;tg;2019;Sekundarstufe II;Heim- und Sonderschule;F;CH;oef;oef;1
16.11.2020;tg;2019;Sekundarstufe II;Heim- und Sonderschule;F;Ausländer;oef;oef;1
16.11.2020;tg;2019;Sekundarstufe II;Berufsfachschule;F;Ausländer;oef;oef;485
16.11.2020;tg;2019;Sekundarstufe II;Brückenangebot;F;Ausländer;oef;oef;50
16.11.2020;tg;2019;Sekundarstufe II;Heim- und Sonderschule;M;CH;priv;oef;9
16.11.2020;tg;2019;Sekundarstufe II;Mittelschule;F;CH;oef;oef;1196
16.11.2020;tg;2019;Sekundarstufe II;Brückenangebot;F;CH;priv;priv;1
16.11.2020;tg;2019;Sekundarstufe II;Berufsfachschule;M;Ausländer;oef;oef;642
16.11.2020;tg;2019;Sekundarstufe II;Berufsfachschule;F;CH;oef;oef;1695
16.11.2020;tg;2019;Sekundarstufe II;Heim- und Sonderschule;M;Ausländer;oef;oef;1
16.11.2020;tg;2019;Sekundarstufe II;Brückenangebot;M;Ausländer;oef;oef;53
16.11.2020;tg;2019;Sekundarstufe II;Berufsfachschule;M;CH;oef;oef;2814
16.11.2020;tg;2019;Sekundarstufe II;Brückenangebot;M;CH;oef;oef;47
16.11.2020;tg;2019;Sekundarstufe II;Mittelschule;F;Ausländer;priv;priv;18
16.11.2020;tg;2019;Sekundarstufe II;Brückenangebot;M;CH;priv;priv;5
16.11.2020;tg;2019;Sekundarstufe II;Mittelschule;M;CH;oef;oef;592
16.11.2020;tg;2019;Sekundarstufe II;Berufsfachschule;F;Ausländer;priv;priv;8
16.11.2020;tg;2019;Tertiärstufe;Höhere Berufsbildung;M;CH;oef;oef;319
16.11.2020;tg;2019;Tertiärstufe;Höhere Berufsbildung;F;Ausländer;oef;oef;34
16.11.2020;tg;2019;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;priv;oef;3
16.11.2020;tg;2019;Tertiärstufe;Höhere Berufsbildung;M;Ausländer;oef;oef;26
16.11.2020;tg;2019;Tertiärstufe;Höhere Berufsbildung;M;CH;priv;oef;10
16.11.2020;tg;2019;Tertiärstufe;Höhere Berufsbildung;F;CH;oef;oef;344
16.11.2020;tg;2019;Tertiärstufe;Höhere Berufsbildung;F;CH;priv;oef;4